age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount
19,38650,64,1.8,14,11.29
27,37351,32,0.6,10,33.12
47,83854,80,3.0,11,55.23
67,84202,51,2.1,6,72.29
62,135004,79,0.3,10,39.08
22,129826,58,0.7,12,13.37
50,84998,46,2.0,11,51.17
18,17461,52,6.6,18,10.0
35,146768,63,2.5,12,41.3
49,85031,76,3.4,12,32.15
64,30961,60,1.2,9,46.47
66,75913,65,2.5,7,27.91
28,26308,81,1.8,15,10.0
38,71052,55,3.2,12,35.18
43,22253,57,0.2,12,166.83
42,30184,92,2.0,11,248.08
39,75053,71,1.1,12,1019.64
44,93314,73,1.2,14,415.71
66,59591,86,9.7,11,12.98
30,41286,26,0.6,12,33.44
50,15000,12,1.1,17,53.13
51,43242,71,2.1,17,49.27
58,67514,46,6.0,21,59.35
52,40535,47,1.6,9,981.53
18,48361,79,4.1,14,14.9
38,43854,38,5.8,17,23.19
65,40415,21,1.1,10,392.52
23,51304,14,1.5,11,26.07
45,41621,2,1.3,15,87.56
34,116538,72,5.4,14,188.97
22,15000,70,0.1,11,97.89
48,35330,33,1.1,10,68.73
22,29081,6,3.4,9,168.4
55,55908,90,2.5,12,18.7
20,51343,37,1.7,11,30.1
70,129743,14,2.3,17,103.83
40,158052,37,0.7,7,10.0
54,30827,8,1.7,12,298.84
70,49035,77,2.1,13,78.58
54,55148,13,6.9,15,65.6
27,30373,40,0.9,16,10.0
27,71469,92,6.1,19,11.66
36,42459,58,3.1,12,33.84
34,25833,18,0.1,9,143.87
38,41450,57,3.9,13,10.0
31,26940,83,0.1,13,140.62
26,91307,38,15.0,17,35.44
63,153420,32,6.2,12,41.76
18,56777,86,1.1,10,74.02
68,52405,66,0.9,12,75.43
62,53715,77,1.4,19,23.22
30,99642,87,1.3,12,115.57
21,98362,25,1.4,9,10.0
18,45734,92,1.1,18,31.8
66,57042,58,2.9,16,65.66
57,72517,75,0.5,10,36.09
49,24769,33,5.6,12,10.0
51,101474,88,5.0,14,135.59
45,138815,66,1.9,8,12.21
48,98619,30,5.7,11,50.35
25,23217,81,0.9,9,65.6
56,15032,34,0.1,20,55.91
43,74999,86,2.9,15,222.03
51,31066,69,1.8,10,51.22
20,58237,48,2.5,14,91.19
67,123141,40,6.9,14,51.06
29,33051,51,10.5,10,113.93
18,39083,80,3.0,9,290.67
61,57874,13,4.3,7,64.4
22,22505,90,0.3,12,139.52
47,31110,31,0.5,19,313.06
47,49757,39,4.0,14,278.28
34,40934,63,1.7,13,34.39
65,70618,48,1.8,13,189.37
64,200000,87,1.1,8,73.59
40,52025,48,2.8,14,208.65
32,29583,61,0.6,7,108.02
54,114799,12,3.0,9,76.01
38,18896,78,0.6,18,91.91
31,21304,56,0.2,9,74.16
19,34301,18,1.2,7,77.73
28,41368,27,0.8,6,45.12
68,33811,28,6.6,10,40.36
56,48102,82,0.2,12,452.96
55,57805,80,0.6,14,96.84
51,93094,52,2.4,10,27.44
55,51777,16,2.0,10,39.14
67,34990,77,0.1,13,193.93
51,90110,58,0.0,20,22.57
35,30012,93,13.3,9,10.0
47,18406,9,3.2,9,10.07
32,101070,26,1.4,15,10.0
44,97256,28,1.9,14,11.49
68,30473,77,0.9,10,13.24
51,38581,36,1.3,6,287.81
69,28278,9,3.1,11,51.65
55,59633,47,6.4,10,35.31
50,138583,78,0.6,12,10.0
41,74736,51,5.5,13,45.98
32,91256,76,0.4,11,10.0
47,80164,57,0.7,12,35.05
59,49017,32,0.1,8,650.27
68,93901,67,0.5,15,121.09
34,76651,57,7.5,13,42.45
22,116269,54,1.8,10,126.18
46,37207,16,0.2,12,29.2
21,17277,62,9.6,6,20.89
27,91780,84,6.3,17,421.98
34,60467,96,4.2,16,13.86
27,41042,56,8.1,10,35.7
34,42442,23,0.7,11,78.83
37,200000,17,5.4,13,17.75
41,33345,80,3.5,6,119.19
22,29378,38,6.1,4,37.79
51,51594,72,4.8,11,121.11
23,99537,83,1.3,14,110.3
70,192344,30,4.5,10,40.79
19,72723,58,0.9,12,425.3
30,22873,98,1.2,21,24.57
60,159934,78,0.3,14,275.52
60,48451,22,8.2,11,223.61
65,29654,17,1.0,7,457.17
28,25651,15,2.2,10,67.28
68,80967,48,1.5,13,21.19
64,56573,32,9.7,10,659.94
40,60297,77,1.2,10,36.54
33,106075,85,4.5,12,20.57
48,30294,40,5.8,8,43.48
28,111267,97,1.7,9,16.81
33,35900,57,1.4,15,102.66
25,179585,58,4.1,14,26.4
21,70209,91,7.3,6,38.67
57,28221,99,4.2,13,174.4
21,15000,16,0.8,17,115.4
42,79646,28,6.6,9,55.63
20,39163,98,1.5,14,67.02
49,44652,1,2.6,10,55.41
20,77630,41,5.3,12,32.54
44,89881,48,0.6,13,54.43
46,102152,31,4.6,9,98.4
49,24223,36,2.7,11,46.93
67,115328,33,6.7,18,90.35
68,34633,33,0.6,10,20.01
36,15000,82,1.6,11,26.45
38,24171,23,5.4,11,22.62
22,55871,60,0.1,12,27.71
35,27247,87,0.4,15,255.86
45,46498,79,14.0,8,130.48
59,60051,90,1.0,15,14.99
39,43965,30,11.1,14,92.3
38,36438,89,0.6,9,34.17
23,23146,45,1.3,6,24.07
18,49670,80,4.2,9,10.0
22,15000,39,3.2,12,175.27
58,32480,45,2.6,14,10.63
29,28094,78,2.3,14,51.3
43,42462,81,5.6,13,17.54
63,43131,12,0.8,11,138.52
51,87201,93,1.8,19,36.55
66,126764,32,0.5,17,46.46
31,25067,56,2.7,10,48.38
43,162056,24,0.9,13,78.5
62,30712,13,1.2,14,55.46
44,54367,20,1.9,18,51.84
26,66603,79,0.1,12,29.31
43,200000,56,0.3,13,10.0
64,35405,53,3.5,10,14.26
39,16679,68,1.7,6,129.31
64,119877,54,6.0,21,37.83
47,29731,34,3.6,13,24.61
60,39460,28,0.0,14,10.11
65,25068,50,2.9,10,10.0
34,39528,2,0.3,10,23.48
43,29606,94,4.6,16,158.49
53,73560,26,14.3,5,27.98
18,51455,51,2.3,9,88.29
25,32577,47,3.4,15,26.48
66,89100,26,0.8,15,117.52
52,57125,84,1.7,12,35.8
69,16193,92,5.8,14,12.45
32,85120,84,0.5,18,39.54
64,54771,75,0.9,12,493.14
39,112920,74,1.8,6,467.72
31,52804,61,3.7,9,97.89
43,30484,23,1.4,9,46.32
45,43365,37,7.9,11,78.62
40,79407,41,0.3,9,79.86
31,30870,52,1.4,14,52.05
41,37639,83,3.7,11,92.68
19,42915,82,0.8,11,70.1
62,24596,49,3.2,11,37.37
43,31138,27,0.5,4,13.01
31,54367,6,0.2,11,31.44
68,100859,74,0.4,17,142.51
24,59295,66,8.0,10,52.58
20,47690,24,2.4,18,78.28
64,29769,38,4.8,12,38.88
40,94570,28,1.2,8,15.31
63,63583,28,2.7,14,41.0
60,32079,66,2.0,13,16.01
64,84051,61,8.7,11,14.83
62,68579,46,4.1,12,232.01
35,30088,69,3.9,5,32.98
55,46127,75,0.1,12,22.43
52,36473,74,2.4,17,380.52
68,200000,43,1.9,15,145.18
32,67443,59,7.9,13,34.96
42,54833,2,0.9,9,91.21
54,65094,15,0.9,9,41.14
45,112139,37,1.6,16,23.78
27,46628,71,0.8,15,96.51
56,34408,20,0.4,13,37.0
34,81354,98,5.8,14,59.78
56,44136,35,2.5,9,185.98
39,25798,34,5.9,15,162.95
43,22952,86,5.3,10,28.22
61,122709,31,1.0,16,97.83
42,53049,87,2.4,10,14.11
34,34415,19,0.3,13,93.74
30,42591,68,7.4,12,65.25
37,79575,24,1.6,15,86.04
42,41107,84,1.5,16,38.21
21,20544,39,1.1,16,665.73
27,59605,92,1.9,11,18.51
20,101215,54,0.9,13,175.19
58,97234,39,1.4,5,15.83
62,35045,17,4.8,13,100.0
35,104977,19,5.4,12,108.96
64,55701,48,1.1,11,58.32
53,103227,35,1.9,15,30.13
64,69162,32,6.2,9,64.67
39,19673,47,0.2,16,75.22
51,139810,47,6.6,13,467.75
64,50567,64,0.7,9,19.17
25,69291,46,3.4,17,28.02
57,21885,35,2.6,11,76.84
66,66382,94,2.4,12,40.15
61,95011,17,5.9,10,48.42
36,156559,42,0.3,14,197.24
59,113577,29,1.3,16,10.0
58,68359,70,2.3,16,26.64
54,19406,17,5.0,14,10.0
23,53069,81,0.7,13,13.0
69,34354,14,4.9,11,978.04
43,56443,24,1.5,12,111.92
51,23628,57,0.6,10,171.04
62,43213,50,4.3,10,49.57
23,35943,57,0.3,15,135.7
54,35281,61,2.2,13,10.0
50,35491,39,0.2,11,189.8
70,45183,55,1.3,9,20.41
39,58204,96,2.8,13,28.86
38,15000,36,2.4,9,100.1
23,15000,37,1.6,15,79.82
23,40006,14,1.7,15,60.43
65,43535,27,0.8,15,10.64
21,54910,83,1.8,11,61.55
47,31678,31,9.2,17,172.89
28,49299,73,5.7,11,28.82
47,52887,81,0.5,19,264.52
48,31547,83,0.1,10,19.16
41,90045,44,8.1,9,55.03
26,54512,68,2.2,18,344.6
20,68062,48,2.3,12,24.1
68,51088,57,4.6,11,193.4
48,173200,75,1.1,19,583.81
57,70111,22,2.0,7,67.04
54,36578,4,10.4,15,29.01
53,80224,81,3.3,11,21.6
41,18350,72,0.5,13,261.26
48,52667,46,0.4,10,252.66
23,59367,59,0.7,13,310.81
19,53029,34,4.4,10,52.49
37,40124,11,1.1,13,189.69
45,26705,31,0.1,18,51.49
28,30527,11,8.7,18,18.92
21,52116,56,0.6,10,210.4
32,25131,38,0.0,7,387.86
23,141789,21,0.8,16,16.04
66,15000,94,0.8,15,15.68
47,40373,10,1.6,19,57.28
55,52377,26,7.6,11,171.98
68,66466,91,6.3,18,14.01
19,28295,8,1.8,14,71.69
32,96816,8,1.6,9,26.88
28,21241,60,2.4,13,126.6
25,34902,72,0.8,13,20.96
43,71143,34,0.2,17,137.85
68,91501,16,8.4,11,45.16
62,21112,13,0.6,13,17.73
61,200000,87,0.7,18,58.93
22,28609,76,1.9,12,10.0
23,22307,91,2.0,6,27.91
43,66279,22,0.1,18,81.85
21,39776,96,0.5,12,10.0
36,36401,27,1.4,13,10.0
37,70079,64,3.5,10,10.0
50,19606,2,0.8,8,268.42
37,17654,97,1.6,8,49.79
66,34253,26,2.4,10,28.82
29,93595,92,6.6,9,169.73
64,35156,83,1.2,6,33.6
18,127962,69,0.4,14,75.35
43,100771,97,2.0,13,56.31
31,58091,84,4.1,8,31.03
55,60104,30,0.3,11,77.71
54,58058,8,1.7,12,138.09
28,53950,38,0.1,10,43.73
53,39350,61,0.1,25,31.42
30,42187,81,2.0,12,36.2
60,25797,65,1.1,11,10.0
20,15000,67,5.6,8,76.68
50,95076,46,2.8,11,12.8
23,53871,90,1.8,13,116.24
67,49203,95,1.6,8,48.98
27,62259,72,2.1,16,61.94
22,29820,43,0.1,16,126.52
40,26886,59,6.7,16,17.96
27,41348,46,15.0,10,85.04
61,111397,72,0.6,15,75.27
19,24312,35,0.4,23,43.74
30,15000,39,0.5,11,17.92
57,35852,92,3.2,13,111.53
19,97306,51,3.2,11,126.99
37,17334,4,5.7,5,62.57
18,24144,80,4.2,11,15.11
54,57418,77,1.8,13,28.99
26,200000,84,2.8,9,50.78
34,21700,51,3.5,8,124.74
26,21201,5,2.2,13,10.0
28,60067,55,1.9,10,27.76
32,100992,20,3.1,10,33.68
41,33709,24,2.4,16,49.41
55,18530,36,3.1,19,11.45
52,63592,34,2.8,9,42.05
47,70891,54,3.8,11,37.62
48,142513,34,3.1,11,15.72
66,72705,83,2.2,6,47.39
22,80566,17,3.4,13,28.52
61,41886,5,1.8,21,98.96
67,200000,89,0.8,13,18.87
31,38604,18,0.0,15,60.81
70,33956,55,2.5,13,20.7
28,145176,53,2.7,11,26.58
26,20240,50,10.7,11,78.0
51,16180,72,1.3,7,72.36
29,52666,91,1.5,7,33.1
52,48969,79,0.7,12,39.52
52,42756,45,0.2,13,10.0
18,88996,13,4.4,14,293.92
57,28426,16,0.9,10,124.58
39,50944,86,2.8,14,119.31
46,39495,84,3.5,19,10.0
25,28717,13,1.9,15,26.72
28,47235,20,6.3,12,36.55
58,81761,66,1.8,16,10.0
54,174964,99,1.0,10,158.85
31,69400,47,6.8,11,312.52
47,15000,19,5.9,10,648.28
52,47911,45,0.5,16,15.56
38,50507,37,0.1,12,62.85
54,85967,54,0.3,12,267.04
22,54769,6,1.0,6,40.27
36,103969,14,10.8,11,27.65
31,62006,4,2.5,16,10.0
43,124901,86,1.4,11,212.54
21,37675,55,6.6,16,53.35
42,53455,100,1.8,10,22.76
62,80497,34,1.1,17,76.76
59,34776,27,8.5,11,65.6
42,30515,7,5.7,11,66.81
35,33603,3,5.6,12,42.08
57,31271,47,2.2,13,382.54
25,67073,97,4.7,11,46.51
56,16303,2,0.6,19,381.15
57,19272,80,2.6,16,107.44
31,149888,25,12.4,7,83.21
49,31727,60,1.0,22,47.66
68,55271,79,4.7,17,175.69
55,20060,24,2.0,10,62.53
50,51868,15,0.1,4,17.84
40,31843,95,4.3,5,17.14
32,19190,14,0.6,13,90.65
50,109332,54,3.0,11,18.38
42,99661,78,0.3,14,50.67
34,45962,6,8.8,7,194.15
50,89290,78,1.0,9,78.63
64,153579,81,0.8,15,22.95
19,77068,18,0.4,9,296.48
31,65369,20,8.8,17,105.37
70,55235,62,3.7,13,185.18
57,72380,81,4.1,6,10.0
57,39405,80,2.1,13,81.21
68,41523,40,1.9,16,149.99
56,64249,39,0.3,11,420.04
68,36889,52,2.5,11,10.0
23,39360,32,0.9,9,232.14
23,49026,73,11.3,12,392.78
20,97769,27,4.8,9,10.0
24,24844,52,1.6,12,96.96
68,77304,97,0.5,16,114.57
25,78832,63,4.6,14,36.88
59,78549,74,0.4,10,30.32
69,30210,63,0.6,17,121.68
32,17754,17,0.7,11,26.1
64,68584,49,2.4,15,42.07
46,54859,100,4.6,12,144.74
50,89556,81,1.1,12,448.03
69,32198,82,0.3,11,104.12
47,77348,23,1.9,7,64.08
56,92285,98,4.1,7,29.38
44,46296,72,0.8,15,16.24
53,62953,13,0.7,16,206.75
46,61647,23,8.8,20,45.42
55,29945,57,9.2,15,217.21
50,67417,62,14.0,20,36.76
54,129767,54,4.9,12,25.05
44,49678,20,0.6,10,90.46
50,20403,86,0.7,11,49.81
21,32456,52,1.2,9,12.85
39,16853,23,1.1,16,483.4
19,106314,35,9.4,10,25.73
27,77533,67,4.7,11,166.19
22,36285,34,3.9,17,149.94
27,20934,33,0.6,10,12.04
50,29733,46,7.2,12,16.4
55,33424,81,5.3,16,38.02
30,52346,45,0.5,11,19.32
48,51300,19,6.1,12,433.44
64,109629,94,1.0,10,42.94
53,32349,87,0.3,18,158.81
62,19832,15,3.2,13,101.13
41,24484,78,3.2,8,74.95
69,48348,66,0.3,13,57.3
32,31659,39,1.2,11,240.94
46,41142,18,14.8,17,20.29
25,37331,70,3.4,8,433.37
22,88800,59,3.9,14,11.65
46,34469,32,0.7,12,139.47
64,39088,21,0.2,9,10.11
21,75385,40,1.0,13,37.38
29,34926,92,0.9,14,61.07
62,63191,27,0.8,19,30.45
19,59807,2,0.6,14,43.9
44,53372,97,2.6,12,10.34
48,24818,80,1.2,12,16.69
68,102525,39,5.2,17,99.28
68,185797,86,0.6,12,56.58
53,49281,56,1.9,11,23.84
53,26165,13,0.0,12,267.5
43,49884,56,2.0,12,12.63
60,88779,66,0.2,18,35.38
44,33890,78,11.4,16,29.76
22,45372,56,4.7,13,114.21
37,60137,28,2.0,22,57.85
28,100894,64,0.3,17,47.95
27,78061,71,2.7,9,10.0
57,80027,82,4.3,10,154.17
55,37958,64,0.6,15,42.04
23,62389,56,2.5,16,62.73
25,31787,41,5.0,12,22.24
40,81415,100,4.4,9,18.41
64,97805,41,4.9,18,330.02
43,68324,100,6.3,12,10.0
63,39322,4,8.3,9,15.41
60,43380,57,1.6,8,322.66
29,144916,30,2.5,17,117.79
43,39718,88,4.7,14,36.95
30,92041,84,3.6,6,243.69
57,60074,46,15.0,18,93.34
35,40115,56,0.0,19,72.18
42,21877,31,1.3,10,71.57
50,55656,88,1.0,15,95.42
64,51774,7,0.9,17,100.17
57,144917,90,0.8,18,761.41
60,29257,77,3.7,17,43.21
29,194242,54,0.3,16,44.84
61,61530,8,4.1,9,12.38
53,61494,55,3.5,16,51.3
65,34343,69,0.9,9,510.54
21,59208,44,0.9,16,177.93
22,65109,13,3.0,12,28.43
54,86025,93,4.3,15,56.6
25,27255,20,6.3,11,11.52
59,114013,78,5.7,15,17.07
66,60891,32,10.0,12,65.32
45,70610,60,2.6,14,30.16
48,42934,50,7.2,13,15.59
26,28088,27,5.0,19,98.28
68,51207,25,6.8,9,49.47
46,54851,52,0.0,11,10.0
31,21348,68,10.1,4,10.0
57,78902,21,1.9,13,27.55
58,89135,18,4.8,13,10.0
39,31640,39,0.4,10,10.0
28,26541,15,1.5,6,211.61
40,40872,53,1.0,15,48.56
18,49728,38,1.0,9,39.7
63,41835,48,0.4,15,43.55
54,47261,52,4.9,10,13.94
38,55987,88,0.0,16,89.4
43,21569,72,1.1,19,46.67
63,23110,28,0.6,18,22.0
53,15000,85,2.7,14,26.33
40,86295,16,0.9,13,12.52
18,49470,16,0.9,10,33.53
68,91923,35,2.0,7,40.95
57,24769,17,3.2,10,32.5
32,49743,73,0.4,8,58.33
38,55764,99,0.6,18,49.69
64,34993,52,0.9,16,72.02
26,19301,93,10.9,14,169.31
70,139737,82,1.5,14,111.23
26,113501,12,2.7,15,171.66
27,38981,83,0.8,11,19.74
69,66578,48,2.0,16,29.66
70,36648,22,0.2,11,119.62
43,26977,49,0.1,15,122.21
58,146731,52,1.9,15,24.18
52,18156,79,1.5,8,113.74
69,41303,1,0.4,19,17.6
42,51564,66,3.5,4,97.25
43,132024,64,14.8,13,52.9
28,83948,8,1.5,16,10.37
55,17973,86,2.9,8,32.43
19,48939,25,9.9,13,748.99
24,49644,66,5.3,10,69.64
35,42744,73,1.9,12,863.11
44,71103,73,4.0,11,10.0
51,21047,77,0.4,9,134.41
44,38361,70,2.2,10,10.0
34,65335,94,1.0,9,54.58
60,73699,79,0.5,9,116.45
61,53618,51,1.7,12,149.23
68,41231,53,0.4,15,20.92
41,45616,15,3.6,14,189.98
42,76438,50,1.8,11,28.78
24,50028,71,2.3,20,44.84
69,26236,75,0.5,12,32.46
23,23386,38,0.5,13,13.96
70,20054,40,2.6,13,359.12
41,117400,66,12.6,16,57.84
50,79576,39,0.3,11,201.3
66,45986,74,1.0,9,191.26
46,37336,17,6.1,13,17.09
60,34739,7,0.2,13,234.95
39,94460,39,6.3,10,99.89
43,153684,68,2.2,7,15.66
45,34090,35,1.6,4,93.56
67,97056,51,1.1,9,16.0
38,49851,47,1.1,9,375.31
66,43154,36,1.1,5,144.97
24,120876,64,6.5,10,50.13
34,48722,95,3.9,10,249.08
37,58560,89,3.3,12,10.0
58,56895,13,4.8,14,22.22
66,18483,18,0.9,8,40.33
37,58281,21,2.9,18,798.57
39,34974,65,1.8,15,15.11
45,20895,100,4.6,12,10.0
57,35944,8,1.1,14,10.0
66,35766,48,3.1,11,161.98
24,90937,85,6.4,5,26.76
18,25892,43,1.5,14,45.11
49,30518,53,0.2,8,136.37
30,56456,85,2.2,18,45.16
47,22126,27,1.3,13,69.75
40,33010,19,3.3,11,103.78
68,18057,23,9.0,10,32.56
36,85136,50,2.0,11,44.72
49,40912,51,1.9,12,72.99
47,48554,43,3.2,10,154.75
46,84931,99,0.3,9,21.1
66,31781,51,0.9,19,10.0
62,40652,69,7.5,11,123.41
46,26009,41,3.3,14,166.21
47,25975,72,0.0,8,69.41
33,28216,11,0.7,15,75.34
57,36479,80,3.4,8,27.74
36,38914,88,4.3,13,99.51
35,58289,85,5.5,11,151.99
18,28717,52,1.0,23,58.43
31,59383,23,8.0,14,1085.18
68,65578,49,2.4,9,10.0
64,37023,38,3.6,13,66.39
67,30247,47,2.7,5,13.34
19,51588,72,0.4,15,156.93
45,43401,7,9.9,13,10.0
66,55949,66,0.4,11,11.02
67,125733,94,0.9,16,25.54
47,51081,77,5.0,19,75.11
55,33405,62,2.9,7,26.72
68,28723,87,5.5,11,27.04
21,29397,29,2.2,8,43.94
18,20380,38,1.4,5,40.83
25,85789,84,7.6,10,325.36
46,15000,33,0.1,12,124.35
56,65700,29,5.8,10,36.98
20,29119,79,0.8,10,676.15
49,36046,23,5.7,12,98.49
27,28601,3,0.4,16,17.07
27,116718,93,2.6,14,74.28
36,49503,45,6.6,16,103.82
63,78765,8,1.9,9,23.92
51,106971,86,4.1,14,15.44
50,54070,29,4.9,8,60.57
40,23923,2,4.0,11,35.44
45,42942,50,7.8,14,322.13
49,31402,65,1.8,13,132.87
67,36239,20,0.6,17,25.31
24,46315,52,0.1,10,91.02
46,45229,85,0.8,16,249.77
25,62772,37,0.5,11,10.25
18,68485,72,2.4,7,16.0
20,45229,27,0.6,11,53.87
41,62447,47,0.1,14,56.98
40,35255,99,0.1,14,51.28
25,107890,6,5.3,10,37.6
64,34915,60,2.7,16,36.92
54,100540,45,1.3,19,86.58
20,20218,44,6.7,8,212.88
68,39017,83,0.2,15,30.66
50,40191,18,11.8,7,1018.49
45,57953,65,2.9,9,574.11
64,82214,25,0.6,10,269.11
25,23164,27,3.4,7,115.24
51,25215,7,4.3,18,607.64
52,21138,44,1.7,11,38.55
49,108240,29,5.9,12,20.1
41,58604,95,0.5,13,29.04
31,25575,44,1.0,14,16.39
49,37576,36,0.3,12,63.19
63,99613,19,0.7,9,78.24
60,41486,6,0.8,9,69.48
33,40042,25,7.5,13,53.79
21,30675,31,0.2,10,64.06
69,26502,9,1.7,15,438.6
54,99707,84,2.3,6,114.9
38,133832,74,6.9,20,165.18
31,27143,37,15.0,10,68.64
48,113887,27,4.2,15,10.0
65,36591,13,10.6,10,10.0
35,67520,41,4.6,11,664.72
24,114248,66,9.9,12,28.84
27,44934,85,3.7,7,26.05
24,40264,97,0.2,7,73.32
50,79272,24,1.5,19,105.69
40,25185,44,3.1,12,123.01
38,97561,98,1.3,13,459.12
36,53406,60,1.0,9,330.59
65,34660,9,2.6,15,20.63
36,34115,2,8.1,7,174.6
53,21373,56,0.1,14,34.44
46,35535,30,4.4,12,46.29
35,41838,22,3.8,11,14.69
19,25931,75,10.0,9,10.0
18,47701,81,8.0,12,52.57
64,65104,100,4.3,14,17.34
22,43127,13,2.2,5,166.23
37,72957,71,0.7,8,38.97
28,30203,16,2.4,12,79.07
59,89503,97,4.3,10,281.75
19,52737,45,6.8,16,10.0
20,123890,65,4.7,8,22.88
40,200000,11,0.7,19,67.83
29,36969,70,2.7,9,79.44
37,37894,20,1.2,15,205.24
22,42287,99,0.0,13,154.56
54,70082,63,0.7,10,61.33
55,108616,90,0.4,11,78.58
47,33133,12,5.5,12,81.23
26,61620,62,0.9,14,10.0
51,45181,94,1.0,12,45.26
70,71030,92,9.7,5,73.56
61,121257,91,1.4,13,94.66
52,42438,42,0.0,9,18.01
69,17999,83,1.0,8,11.91
39,76599,69,0.4,6,41.21
61,29743,58,0.3,12,578.73
41,44987,5,0.2,16,20.43
34,78607,27,2.7,12,223.34
27,58596,28,0.6,15,365.65
47,46118,26,1.3,16,57.66
63,34699,91,5.9,13,24.15
40,15000,49,1.7,16,101.03
49,74532,21,7.4,12,68.99
34,42117,1,2.1,6,19.47
67,121540,92,1.5,16,24.77
68,62243,58,4.2,19,94.09
34,35430,79,0.2,17,167.36
31,92978,55,0.3,7,37.06
26,97799,81,3.2,15,50.25
57,42983,26,2.0,12,121.8
19,100326,84,4.7,8,44.39
62,35130,25,7.4,10,38.12
42,53948,77,1.5,13,22.06
56,69067,33,2.7,12,21.6
26,78501,89,2.1,10,1343.0
39,71176,72,12.0,12,43.14
60,40151,69,5.3,10,280.92
63,94487,6,7.3,12,411.9
21,45494,23,0.9,14,43.8
43,34842,30,4.4,12,84.95
46,35150,78,0.9,17,61.74
62,156998,54,0.7,17,10.0
51,31407,87,8.7,7,10.0
40,106402,11,0.1,14,57.89
54,24803,31,10.1,7,32.79
28,65692,6,0.5,14,528.42
23,58585,11,5.1,14,41.1
35,129668,77,1.0,15,567.43
38,33102,12,1.3,14,30.83
59,28046,66,0.7,12,541.66
53,45710,53,2.6,10,100.25
58,133103,99,1.3,11,107.33
55,28839,36,3.2,13,29.54
51,15000,17,0.0,15,109.1
34,50810,28,0.2,14,416.24
54,86657,92,0.3,10,45.89
42,26681,22,1.6,16,36.33
55,81532,7,5.1,16,40.6
29,26329,15,6.6,14,381.51
40,44894,96,0.8,8,152.39
70,77003,11,2.6,13,310.2
59,24041,24,4.4,8,79.55
39,54661,67,1.0,8,57.24
38,101618,30,1.6,13,90.81
44,65144,70,2.2,13,197.19
48,31812,66,0.4,11,40.59
23,121933,61,0.1,12,282.14
44,72768,78,0.5,12,84.69
57,16054,41,3.0,14,10.0
51,82334,82,0.2,16,157.62
29,34793,51,0.6,14,11.86
62,55156,44,1.2,12,153.09
70,89751,95,0.2,13,161.07
24,35250,13,0.6,13,81.12
27,18263,90,7.3,11,104.84
62,120973,12,0.1,7,204.11
34,98592,82,3.2,16,30.12
43,46520,9,1.5,15,141.47
38,81801,85,3.4,11,220.44
45,39275,48,2.7,7,451.29
63,51957,49,0.8,13,14.48
19,44955,53,5.6,12,89.14
60,40240,56,2.0,8,17.22
18,60814,40,5.2,14,16.37
68,23744,24,1.6,12,84.0
70,42152,98,12.5,13,59.92
53,59200,72,4.4,18,215.72
68,147688,33,10.1,8,36.04
43,24330,23,2.2,7,46.49
46,66992,77,1.9,13,70.37
38,71545,54,4.2,13,19.41
28,15898,53,6.4,13,22.93
57,62712,49,10.0,13,208.37
28,83130,78,1.2,14,28.25
53,69786,78,4.8,12,225.65
66,46613,80,0.7,10,113.16
56,59870,49,2.4,15,10.0
57,54279,60,0.6,10,103.18
52,17788,90,1.3,6,102.2
51,55049,90,8.0,16,90.7
64,39330,65,0.5,13,46.05
41,32115,32,3.0,12,17.67
39,200000,79,2.7,15,274.64
22,103940,21,0.4,9,48.33
50,24585,18,1.2,17,18.91
53,60353,94,2.5,9,94.53
64,117573,60,0.6,16,22.39
37,19975,13,4.8,19,17.48
36,51338,24,10.7,6,34.79
52,52809,30,0.7,14,24.57
69,22817,2,0.6,15,18.27
60,61557,83,1.8,12,143.7
34,95774,25,4.1,8,47.63
62,121155,50,1.0,8,245.36
60,42208,14,0.1,19,19.58
51,200000,6,2.3,9,10.0
26,15000,76,9.4,12,65.27
43,60701,84,1.5,14,506.32
19,21007,87,1.6,10,103.25
70,51746,30,10.4,6,2000.0
26,35841,30,3.6,15,81.33
26,66444,38,3.8,14,72.43
57,45427,58,2.5,8,10.0
34,29864,94,11.0,14,91.24
18,31064,41,3.5,18,66.85
42,156291,94,6.8,10,33.48
60,63966,57,3.6,12,46.33
57,17654,36,4.0,10,50.31
59,68218,64,1.0,18,44.0
42,43616,98,1.1,17,670.25
56,49156,16,4.6,12,34.99
52,80172,88,1.1,15,66.9
20,99701,78,2.5,16,33.63
67,29281,90,0.9,15,139.79
54,48153,72,5.1,10,67.5
61,35324,14,0.4,11,39.02
61,70130,31,5.3,12,10.0
68,42642,66,2.8,8,73.11
47,49888,68,0.6,11,37.66
55,41682,65,2.3,14,50.76
51,45996,55,1.0,12,13.21
29,136324,84,1.2,10,304.89
36,200000,78,1.3,9,152.64
54,61466,40,0.2,11,303.95
61,46166,25,12.8,10,216.24
66,18818,25,0.1,7,111.14
34,31062,3,3.3,15,13.86
27,45431,69,1.4,11,498.73
66,31919,26,3.1,5,17.94
64,33998,40,1.3,20,39.56
29,126150,38,3.4,12,127.52
33,49874,38,3.9,11,135.35
41,52623,68,3.5,14,108.49
36,32711,7,0.4,8,33.77
25,99362,94,3.2,14,26.36
48,43150,30,1.0,13,1143.03
38,35863,19,0.1,14,52.08
34,18987,35,1.6,14,44.96
