age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount,cluster,pca1,pca2
22,22505,90,0.3,12,139.52,4,-0.9066616508612206,-0.2853100436151133
47,31110,31,0.5,19,313.06,1,1.7850008167431788,-1.4393911792778185
47,49757,39,4.0,14,278.28,1,0.5019941937638323,-0.390753531628786
34,40934,63,1.7,13,34.39,4,-0.25445069458875047,-0.2866868938965441
65,70618,48,1.8,13,189.37,1,1.0841048221905554,0.33428004942455536
64,200000,87,1.1,8,73.59,3,1.3730256299657648,3.4973640456283994
40,52025,48,2.8,14,208.65,1,0.3781861419651432,-0.3567874192355611
32,29583,61,0.6,7,108.02,4,-1.4259924891863727,-0.4583297302898125
54,114799,12,3.0,9,76.01,3,0.6304630576948809,0.2926681460893627
38,18896,78,0.6,18,91.91,4,0.6247254197036591,-0.5306366847492954
31,21304,56,0.2,9,74.16,4,-1.098398897838792,-0.8344359782776873
19,34301,18,1.2,7,77.73,1,-1.4192825630360817,-1.582549946950226
28,41368,27,0.8,6,45.12,1,-1.3802139541120209,-1.0802092603174134
68,33811,28,6.6,10,40.36,2,-0.48190615903948214,-0.032903729487440955
56,48102,82,0.2,12,452.96,4,0.5689602595085426,0.4141945807661903
55,57805,80,0.6,14,96.84,4,0.6945689504668744,0.5981696557435496
51,93094,52,2.4,10,27.44,3,0.19233936574838378,0.7763953011912812
55,51777,16,2.0,10,39.14,1,0.10252506824437048,-0.7278481246990238
67,34990,77,0.1,13,193.93,4,0.6532841992912392,0.32753608626916936
51,90110,58,0.0,20,22.57,3,2.3934583906243567,0.24853664012912552
35,30012,93,13.3,9,10.0,2,-2.8352599209757843,1.6062109854847295
47,18406,9,3.2,9,10.07,1,-0.8219151000679735,-1.405238749210229
32,101070,26,1.4,15,10.0,3,1.1755950972413751,-0.35068229940533435
44,97256,28,1.9,14,11.49,3,1.1238974844615788,-0.06051986458594255
68,30473,77,0.9,10,13.24,4,-0.2531747639867983,0.5360139895881836
51,38581,36,1.3,6,287.81,1,-0.7923665849145491,-0.5355974953285694
69,28278,9,3.1,11,51.65,1,0.25535967049081854,-0.9559100216526057
55,59633,47,6.4,10,35.31,2,-0.5793966980216347,0.588832069501599
50,138583,78,0.6,12,10.0,3,1.1436182688931198,1.864186281396999
41,74736,51,5.5,13,45.98,2,-0.016432981413512907,0.46682109203496475
32,91256,76,0.4,11,10.0,4,-0.028372380351966445,0.7538977970428311
47,80164,57,0.7,12,35.05,4,0.50981012037089,0.3679742392777116
59,49017,32,0.1,8,650.27,0,0.4489994613153295,-0.653471993981343
68,93901,67,0.5,15,121.09,3,1.7891468884150838,1.0377125625378583
34,76651,57,7.5,13,42.45,2,-0.44342246099436666,0.7187416425191225
22,116269,54,1.8,10,126.18,3,-0.01765651014206477,0.5802497066745822
46,37207,16,0.2,12,29.2,1,0.3207352143680973,-1.376318360301628
21,17277,62,9.6,6,20.89,2,-3.211263372142319,0.14413936442721953
27,91780,84,6.3,17,421.98,2,0.6874274474478482,1.0725960082259751
34,60467,96,4.2,16,13.86,4,0.010545168313006862,0.9653678990504143
27,41042,56,8.1,10,35.7,2,-1.7280060934705883,0.17718690471494639
34,42442,23,0.7,11,78.83,1,-0.15301966705606507,-1.267861819899289
37,200000,17,5.4,13,17.75,3,1.7470530619835472,1.5818100830255852
41,33345,80,3.5,6,119.19,4,-1.8650408561561145,0.5468889653561584
22,29378,38,6.1,4,37.79,2,-2.8043149211241962,-0.5032224557858981
51,51594,72,4.8,11,121.11,4,-0.4958446899407206,0.7614661466559101
23,99537,83,1.3,14,110.3,3,0.40611598020109296,0.8316327908261074
70,192344,30,4.5,10,40.79,3,1.8241270463377526,2.381024649190994
19,72723,58,0.9,12,425.3,4,0.12447719786769994,-0.35284168519692805
30,22873,98,1.2,21,24.57,4,0.7977990521728008,-0.15798791867492826
60,159934,78,0.3,14,275.52,3,2.3355004548069807,2.179669357071041
60,48451,22,8.2,11,223.61,2,-0.24483514953306643,-0.032649700439775914
65,29654,17,1.0,7,457.17,1,-0.03756602566609509,-1.01827849839143
28,25651,15,2.2,10,67.28,1,-0.8319264781465178,-1.6443590934689714
68,80967,48,1.5,13,21.19,4,1.1581271538599047,0.5860532213686445
64,56573,32,9.7,10,659.94,0,-0.09063344704360553,0.4378831621493576
40,60297,77,1.2,10,36.54,4,-0.5211658880619635,0.5341066286386144
33,106075,85,4.5,12,20.57,3,-0.17304231393537117,1.5947483780297858
48,30294,40,5.8,8,43.48,2,-1.3766598749904098,-0.16151098176842343
28,111267,97,1.7,9,16.81,3,-0.5819817244833267,1.7150548042559135
33,35900,57,1.4,15,102.66,4,0.20897367008485646,-0.6627528860085479
25,179585,58,4.1,14,26.4,3,1.253103745732545,1.8579377329418443
21,70209,91,7.3,6,38.67,2,-2.472317409837485,1.455685860498607
57,28221,99,4.2,13,174.4,4,-0.3490902651183786,0.9892725939141029
21,15000,16,0.8,17,115.4,1,0.48234608992988015,-2.3446842684387557
42,79646,28,6.6,9,55.63,2,-0.671998363343486,0.2691093263583611
20,39163,98,1.5,14,67.02,4,-0.617702089904091,0.2087986487398189
49,44652,1,2.6,10,55.41,1,-0.06153560571363716,-1.2575925308306035
20,77630,41,5.3,12,32.54,2,-0.5648525113696938,-0.08064475886875445
44,89881,48,0.6,13,54.43,3,0.8685104085678015,0.19680313772715163
46,102152,31,4.6,9,98.4,3,-0.035351131855599106,0.5576211861831907
49,24223,36,2.7,11,46.93,1,-0.421339835256143,-0.765192516287898
67,115328,33,6.7,18,90.35,3,2.133321053358649,1.0586072122400942
68,34633,33,0.6,10,20.01,1,0.1935206773412153,-0.4924608828915322
36,15000,82,1.6,11,26.45,4,-1.087481871558338,-0.13742108879412762
38,24171,23,5.4,11,22.62,1,-0.9171612439355765,-0.9974212245035387
22,55871,60,0.1,12,27.71,4,-0.325448043581913,-0.4537592050668062
35,27247,87,0.4,15,255.86,4,0.17322451239908834,-0.1980311481350879
45,46498,79,14.0,8,130.48,2,-2.4550628272620347,1.7754321924243799
59,60051,90,1.0,15,14.99,4,0.8070987743515249,0.9790066754382944
39,43965,30,11.1,14,92.3,2,-0.7181758829351356,-0.06403954847065021
38,36438,89,0.6,9,34.17,4,-1.0966439814522675,0.38519057423825875
23,23146,45,1.3,6,24.07,1,-1.9502670261734845,-0.9691337551263799
18,49670,80,4.2,9,10.0,4,-1.767438062092198,0.39141380046478336
22,15000,39,3.2,12,175.27,1,-0.9113879850011468,-1.359944577923242
58,32480,45,2.6,14,10.63,1,0.3939125628285351,-0.36690115858704353
29,28094,78,2.3,14,51.3,4,-0.5071707290462447,-0.20449428073158687
43,42462,81,5.6,13,17.54,4,-0.6616043931644549,0.7304972257209229
63,43131,12,0.8,11,138.52,1,0.6464310109807017,-1.0154246015856936
51,87201,93,1.8,19,36.55,4,1.6732039661046194,1.2609143978154618
66,126764,32,0.5,17,46.46,3,2.7705862015648544,0.6336498283500374
31,25067,56,2.7,10,48.38,4,-1.1769143289616635,-0.5528011493300661
43,162056,24,0.9,13,78.5,3,1.9450785203868775,0.7769866896998924
62,30712,13,1.2,14,55.46,1,0.9294965926911373,-1.2532504211093745
44,54367,20,1.9,18,51.84,1,1.4801944480972933,-1.1104506810586874
26,66603,79,0.1,12,29.31,4,-0.24780828355630485,0.2480626513834142
43,200000,56,0.3,13,10.0,3,2.1803783595052564,2.1230551278944527
64,35405,53,3.5,10,14.26,4,-0.402489020942775,0.2239142193868455
39,16679,68,1.7,6,129.31,4,-1.8002304867504633,-0.22981577407350262
64,119877,54,6.0,21,37.83,3,2.590328833156814,1.418368242145468
47,29731,34,3.6,13,24.61,1,-0.11026460889652404,-0.7398822574413113
60,39460,28,0.0,14,10.11,1,0.9772936631529808,-0.8900386758583861
65,25068,50,2.9,10,10.0,4,-0.4194482410672226,-0.05479734415520111
34,39528,2,0.3,10,23.48,1,-0.22803752615872153,-1.8026290139031913
43,29606,94,4.6,16,158.49,4,-0.07198740851001396,0.5701621650822827
53,73560,26,14.3,5,27.98,2,-2.241487864849917,1.2562758045352702
18,51455,51,2.3,9,88.29,4,-1.2084750817461702,-0.49963463879098824
25,32577,47,3.4,15,26.48,1,-0.2500164495063331,-0.8721521010595172
66,89100,26,0.8,15,117.52,1,1.9698293048964175,-0.033776681286631804
52,57125,84,1.7,12,35.8,4,-0.006107686166985714,0.8402283528709185
69,16193,92,5.8,14,12.45,4,-0.32391941113316436,1.023918490095456
32,85120,84,0.5,18,39.54,4,1.247341087213756,0.5774096736588386
64,54771,75,0.9,12,493.14,4,0.8454729547423775,0.550458214267344
39,112920,74,1.8,6,467.72,3,-0.30576489014186453,1.3419341778099247
31,52804,61,3.7,9,97.89,4,-1.1360700004630018,0.13287137076301603
43,30484,23,1.4,9,46.32,1,-0.6178306761098039,-1.138941486709641
45,43365,37,7.9,11,78.62,2,-0.8730455769604666,0.003226394247550751
40,79407,41,0.3,9,79.86,1,-0.04001229725350815,-0.09661713793613949
31,30870,52,1.4,14,52.05,1,-0.1096926474079536,-0.8425254831861383
41,37639,83,3.7,11,92.68,4,-0.8829223305111835,0.5248277137956424
19,42915,82,0.8,11,70.1,4,-0.978011519318195,-0.09072926375506526
62,24596,49,3.2,11,37.37,4,-0.2951278673990187,-0.15893337428438137
43,31138,27,0.5,4,13.01,1,-1.5658311349216156,-0.9165099664682823
31,54367,6,0.2,11,31.44,1,0.08133047887949348,-1.5735521889019155
68,100859,74,0.4,17,142.51,3,2.25523242157437,1.2230365539014803
24,59295,66,8.0,10,52.58,2,-1.6145155939243363,0.6411968699546632
20,47690,24,2.4,18,78.28,1,0.7841633742313882,-1.5101789883141623
64,29769,38,4.8,12,38.88,1,-0.08760281230985618,-0.1848059173698147
40,94570,28,1.2,8,15.31,3,-0.11402349886603752,-0.014894858497959233
63,63583,28,2.7,14,41.0,1,1.056883039375106,-0.1907718307852247
60,32079,66,2.0,13,16.01,4,0.1441165748649495,0.14615425233505694
64,84051,61,8.7,11,14.83,2,-0.27272884743343245,1.6786492775990158
62,68579,46,4.1,12,232.01,1,0.5692657127782061,0.4528347629804097
35,30088,69,3.9,5,32.98,4,-2.28656185215225,0.2322783705959908
55,46127,75,0.1,12,22.43,4,0.17363681460974445,0.3450353189510433
52,36473,74,2.4,17,380.52,4,1.0591671717029338,0.017082354928777303
68,200000,43,1.9,15,145.18,3,3.1884153064748597,2.2895754957713392
32,67443,59,7.9,13,34.96,2,-0.6777150596338944,0.6265305461808289
42,54833,2,0.9,9,91.21,1,-0.058703626443144495,-1.3405219164360374
54,65094,15,0.9,9,41.14,1,0.19228477969344582,-0.6287990226406114
45,112139,37,1.6,16,23.78,3,1.713157214032829,0.3013424081113386
27,46628,71,0.8,15,96.51,4,0.16470028272341097,-0.3179841868309914
56,34408,20,0.4,13,37.0,1,0.6634001744549715,-1.1670499759442596
34,81354,98,5.8,14,59.78,4,-0.2881882082914466,1.5688919683407758
56,44136,35,2.5,9,185.98,1,-0.24270806940411158,-0.33921271905383366
39,25798,34,5.9,15,162.95,2,-0.08565485552437589,-0.8442286996107368
43,22952,86,5.3,10,28.22,4,-1.504459050975532,0.6205106306275675
61,122709,31,1.0,16,97.83,3,2.402466195285055,0.524710160144703
42,53049,87,2.4,10,14.11,4,-0.814570510949174,0.823771071329493
34,34415,19,0.3,13,93.74,1,0.23953523182704128,-1.6159420827702582
30,42591,68,7.4,12,65.25,2,-1.2225055516641616,0.3871750017023525
37,79575,24,1.6,15,86.04,1,1.0798567123889324,-0.662041579388727
42,41107,84,1.5,16,38.21,4,0.39007908386770124,0.22908279279442847
21,20544,39,1.1,16,665.73,0,0.6641793340627276,-1.8355465661922816
27,59605,92,1.9,11,18.51,4,-0.8460361110724636,0.6907082720964555
20,101215,54,0.9,13,175.19,3,0.5014696238579985,0.0790165540722562
58,97234,39,1.4,5,15.83,3,-0.3839230882387528,0.751399295464859
62,35045,17,4.8,13,100.0,1,0.3609910803976649,-0.7044745516820884
35,104977,19,5.4,12,108.96,3,0.3611944689848811,0.07650629967171303
64,55701,48,1.1,11,58.32,4,0.42881145514980445,0.13303371970062983
53,103227,35,1.9,15,30.13,3,1.5664691555609607,0.31977830915984323
64,69162,32,6.2,9,64.67,2,-0.2818980935475189,0.5481189248837206
39,19673,47,0.2,16,75.22,1,0.5363132016813261,-1.205537217839762
51,139810,47,6.6,13,467.75,3,1.346506002051882,1.5459606962576606
64,50567,64,0.7,9,19.17,4,-0.15414400778942933,0.4888576412586775
25,69291,46,3.4,17,28.02,1,0.6282571131019282,-0.3858324865969094
57,21885,35,2.6,11,76.84,1,-0.22090540917170998,-0.7046921361161156
66,66382,94,2.4,12,40.15,4,0.26931655677022254,1.549179841644534
61,95011,17,5.9,10,48.42,3,0.32024504254176034,0.4837132640187595
36,156559,42,0.3,14,197.24,3,1.9599104390016984,0.8555734755998313
59,113577,29,1.3,16,10.0,3,2.1356071630799667,0.35685709396481613
58,68359,70,2.3,16,26.64,4,1.1043846590663644,0.6985149121659575
54,19406,17,5.0,14,10.0,1,0.06931870323414019,-1.0835505987761815
23,53069,81,0.7,13,13.0,4,-0.39242634266619214,0.05329699911099273
69,34354,14,4.9,11,978.04,0,0.9694009762087279,-0.900597426476375
43,56443,24,1.5,12,111.92,1,0.35719764788200975,-0.8290040111505234
51,23628,57,0.6,10,171.04,4,-0.3779569925158312,-0.4494723084723304
62,43213,50,4.3,10,49.57,4,-0.38681420760400137,0.30783702529676976
23,35943,57,0.3,15,135.7,4,0.14751093980331548,-0.9634970894769033
54,35281,61,2.2,13,10.0,4,0.058874349539413416,-0.0084308587398936
50,35491,39,0.2,11,189.8,1,0.16085561009951058,-0.7976199685714533
70,45183,55,1.3,9,20.41,4,-0.08629622904673422,0.35228734076951995
39,58204,96,2.8,13,28.86,4,-0.3220568516213067,0.9887203850241346
38,15000,36,2.4,9,100.1,1,-1.101258250214281,-1.082369356354409
23,15000,37,1.6,15,79.82,1,-0.17108171690798601,-1.6311629051306844
23,40006,14,1.7,15,60.43,1,0.3005886904311234,-1.768705140321301
65,43535,27,0.8,15,10.64,1,1.254724595027251,-0.7180798083832263
21,54910,83,1.8,11,61.55,4,-0.9165941942910613,0.26476633365006574
47,31678,31,9.2,17,172.89,2,0.20618696704817463,-0.4296389304850585
28,49299,73,5.7,11,28.82,2,-1.2522139862557942,0.4614486655368327
47,52887,81,0.5,19,264.52,4,1.6173069223868966,0.1350158195633064
48,31547,83,0.1,10,19.16,4,-0.6384152738399187,0.25777166864967843
41,90045,44,8.1,9,55.03,2,-0.8712680747704359,0.9547095049739158
26,54512,68,2.2,18,344.6,4,0.9374347218743242,-0.34954851371842877
20,68062,48,2.3,12,24.1,1,-0.3886681481324793,-0.3622973002791314
68,51088,57,4.6,11,193.4,4,0.09659314745988784,0.6486266658873233
48,173200,75,1.1,19,583.81,3,3.458444215003829,1.8777699154301566
57,70111,22,2.0,7,67.04,1,-0.23973354898455074,-0.14779585001540152
54,36578,4,10.4,15,29.01,2,-0.04138738338537948,-0.6270912868648371
53,80224,81,3.3,11,21.6,4,-0.07188195295839628,1.3599837489599622
41,18350,72,0.5,13,261.26,4,-0.09191154805709796,-0.5101483161875997
48,52667,46,0.4,10,252.66,1,0.11513853336113551,-0.3537600990785118
23,59367,59,0.7,13,310.81,4,0.15066936788013233,-0.48736987570406587
19,53029,34,4.4,10,52.49,1,-1.1180578387854756,-0.6820729790802236
37,40124,11,1.1,13,189.69,1,0.4401528079946103,-1.619354632025013
45,26705,31,0.1,18,51.49,1,1.2792126267034822,-1.4503370653536583
28,30527,11,8.7,18,18.92,2,0.032280007822353095,-1.3028858189585368
21,52116,56,0.6,10,210.4,4,-0.6486438182402405,-0.5687381102894165
32,25131,38,0.0,7,387.86,1,-0.9569704202591806,-1.2488505387294946
23,141789,21,0.8,16,16.04,3,1.8094232054905441,-0.08102800878944393
66,15000,94,0.8,15,15.68,4,0.3839149310071065,0.4587231255801449
47,40373,10,1.6,19,57.28,1,1.6910680411759937,-1.5931820742245817
55,52377,26,7.6,11,171.98,2,-0.31735701702122165,-0.0036261691551927096
68,66466,91,6.3,18,14.01,4,1.0447195603333153,1.6824165682498116
19,28295,8,1.8,14,71.69,1,-0.09307001023886446,-2.128383538498275
32,96816,8,1.6,9,26.88,1,0.05581794757497893,-0.6079542568193244
28,21241,60,2.4,13,126.6,4,-0.6133650071096589,-0.7461363971033278
25,34902,72,0.8,13,20.96,4,-0.5114998120820181,-0.41228631549051853
43,71143,34,0.2,17,137.85,1,1.6479649518727786,-0.684947793745519
68,91501,16,8.4,11,45.16,2,0.33732641706541383,0.7416225759466043
62,21112,13,0.6,13,17.73,1,0.6428622410319903,-1.4145750262496855
61,200000,87,0.7,18,58.93,3,3.3411259690365624,3.022684690853613
22,28609,76,1.9,12,10.0,4,-1.0352810973025166,-0.31735223546116065
23,22307,91,2.0,6,27.91,4,-2.4085996588783476,0.19699393877208157
43,66279,22,0.1,18,81.85,1,1.8398419120766694,-1.0805928433510095
21,39776,96,0.5,12,10.0,4,-0.9059228754583815,0.18644038795418427
36,36401,27,1.4,13,10.0,1,0.03281867078454858,-1.2139203977351427
37,70079,64,3.5,10,10.0,4,-0.6640129903281665,0.5634253645187938
50,19606,2,0.8,8,268.42,1,-0.34395348398490105,-1.798807839681757
37,17654,97,1.6,8,49.79,4,-1.728633893601725,0.39250710389934723
66,34253,26,2.4,10,28.82,1,-0.009681684319245428,-0.5263574285982028
29,93595,92,6.6,9,169.73,2,-1.1890124230844736,1.763222916657966
64,35156,83,1.2,6,33.6,4,-1.1493145956266289,0.8613925229302731
18,127962,69,0.4,14,75.35,3,0.8420190203119814,0.7823107169583127
43,100771,97,2.0,13,56.31,4,0.4268223621646172,1.6762684231919642
31,58091,84,4.1,8,31.03,4,-1.565016352894479,0.8764923213013582
55,60104,30,0.3,11,77.71,1,0.5397918961471365,-0.47952898137494226
54,58058,8,1.7,12,138.09,1,0.75586049783877,-0.9822636566287022
28,53950,38,0.1,10,43.73,1,-0.4234404168719969,-0.8370890527850832
53,39350,61,0.1,25,31.42,1,2.7646879246786913,-0.6430236133540697
30,42187,81,2.0,12,36.2,4,-0.7073521542927153,0.16449164232013228
60,25797,65,1.1,11,10.0,4,-0.22558237598539158,0.01068320767351355
20,15000,67,5.6,8,76.68,2,-2.3656800451691233,-0.2881067551123088
50,95076,46,2.8,11,12.8,3,0.3805781412108603,0.6522129064811804
23,53871,90,1.8,13,116.24,4,-0.48717687650542457,0.3554430093739726
67,49203,95,1.6,8,48.98,4,-0.6308409194844008,1.3870830329162531
27,62259,72,2.1,16,61.94,4,0.3660391346741763,0.061026430986098196
22,29820,43,0.1,16,126.52,1,0.37384616738756526,-1.4728737379258618
40,26886,59,6.7,16,17.96,2,-0.28473293648929715,-0.10995632106389149
27,41348,46,15.0,10,85.04,2,-2.429868672806567,0.6134869595916618
61,111397,72,0.6,15,75.27,3,1.7575327204623934,1.3404962248984902
19,24312,35,0.4,23,43.74,1,1.5846420051320287,-2.0177605827144
30,15000,39,0.5,11,17.92,1,-0.7560253626904745,-1.3902814880124503
57,35852,92,3.2,13,111.53,4,-0.13582181779599883,0.8656216906732614
19,97306,51,3.2,11,126.99,3,-0.2717463649504819,0.2515365676417351
37,17334,4,5.7,5,62.57,1,-2.0744074591717565,-1.336661249169728
18,24144,80,4.2,11,15.11,4,-1.6877948078685077,-0.09677635465864196
54,57418,77,1.8,13,28.99,4,0.28034217927629784,0.6855844573045189
26,200000,84,2.8,9,50.78,3,0.5084165770763601,2.884776278696752
34,21700,51,3.5,8,124.74,4,-1.5353079077595917,-0.5446765324121835
26,21201,5,2.2,13,10.0,1,-0.30897345482479127,-2.0876500452785267
28,60067,55,1.9,10,27.76,4,-0.7136970972191486,-0.1423101808581071
32,100992,20,3.1,10,33.68,3,0.03905276233770464,-0.1421430936916064
41,33709,24,2.4,16,49.41,1,0.6536124787331149,-1.2703288254967293
55,18530,36,3.1,19,11.45,1,1.1610863603426766,-1.0048735076654107
52,63592,34,2.8,9,42.05,1,-0.2522581586193656,-0.03984544120326446
47,70891,54,3.8,11,37.62,4,-0.15659022318368976,0.4951402349668214
48,142513,34,3.1,11,15.72,3,1.0027570535470347,1.1157192594840584
66,72705,83,2.2,6,47.39,4,-0.732335511122843,1.5939433741409408
22,80566,17,3.4,13,28.52,1,0.13505291102703212,-0.8048492081063722
61,41886,5,1.8,21,98.96,1,2.484077838911715,-1.5117407019863935
67,200000,89,0.8,13,18.87,3,2.409497824552796,3.3964127568287603
31,38604,18,0.0,15,60.81,1,0.6377901353079793,-1.7217922264812002
70,33956,55,2.5,13,20.7,4,0.4266362846898497,0.13794528112016047
28,145176,53,2.7,11,26.58,3,0.4905947753503092,1.215120288734683
26,20240,50,10.7,11,78.0,2,-2.0411578981935703,-0.11280449267978089
51,16180,72,1.3,7,72.36,4,-1.3729029080994144,0.015989774039963746
29,52666,91,1.5,7,33.1,4,-1.619665473903366,0.7002341353599514
52,48969,79,0.7,12,39.52,4,0.0540329358731235,0.48724218416455706
52,42756,45,0.2,13,10.0,1,0.47797384122128833,-0.5111825363679742
18,88996,13,4.4,14,293.92,1,0.5193218809307236,-0.8747279911678815
57,28426,16,0.9,10,124.58,1,0.06517901564997142,-1.2080532413054397
39,50944,86,2.8,14,119.31,4,-0.04748632165023681,0.5587578324208158
46,39495,84,3.5,19,10.0,4,0.7920834764201518,0.36974053403333323
25,28717,13,1.9,15,26.72,1,0.15320093970614693,-1.9054292907601234
28,47235,20,6.3,12,36.55,2,-0.7207050531821385,-0.8329425719269388
58,81761,66,1.8,16,10.0,4,1.3515903710935526,0.7727497798429731
54,174964,99,1.0,10,158.85,3,1.2259269210968191,3.0881071915119116
31,69400,47,6.8,11,312.52,2,-0.5795300397038488,0.21447867397269918
47,15000,19,5.9,10,648.28,0,-0.4552115466446677,-1.2228693759988691
52,47911,45,0.5,16,15.56,1,1.1134738737854726,-0.5164885435909156
38,50507,37,0.1,12,62.85,1,0.1861437508762411,-0.8217476340081248
54,85967,54,0.3,12,267.04,3,1.038567693151092,0.3878327334620955
22,54769,6,1.0,6,40.27,1,-1.206623705405378,-1.4581862827304908
36,103969,14,10.8,11,27.65,2,-0.5197621253526093,0.5671676769653821
31,62006,4,2.5,16,10.0,1,0.8973341743856657,-1.4542834840330852
43,124901,86,1.4,11,212.54,3,0.6451795560235668,1.7565890333170384
21,37675,55,6.6,16,53.35,2,-0.49969803757417536,-0.39691505484852957
42,53455,100,1.8,10,22.76,4,-0.8322661617616397,1.0809150532374256
62,80497,34,1.1,17,76.76,1,2.030438901862834,-0.08216103484102268
59,34776,27,8.5,11,65.6,2,-0.6705116648303069,-0.06036054502435631
42,30515,7,5.7,11,66.81,1,-0.6115426263676963,-1.1968676614275144
35,33603,3,5.6,12,42.08,1,-0.5105256568406683,-1.4087823786084661
57,31271,47,2.2,13,382.54,1,0.5467648905385509,-0.4950519150859398
25,67073,97,4.7,11,46.51,4,-1.1470262018704267,1.1654237899756956
56,16303,2,0.6,19,381.15,1,2.0849812659793296,-2.231085652537239
57,19272,80,2.6,16,107.44,4,0.41741571862341703,0.13566121871335068
31,149888,25,12.4,7,83.21,2,-1.075330087872528,1.7733430973233144
49,31727,60,1.0,22,47.66,1,1.891136115346193,-0.6608899977328361
68,55271,79,4.7,17,175.69,4,1.1465446591067248,1.03171687802351
55,20060,24,2.0,10,62.53,1,-0.34337054704088754,-1.0515500040891002
50,51868,15,0.1,4,17.84,1,-0.9940065832689885,-0.7906739794690206
40,31843,95,4.3,5,17.14,4,-2.421727466454871,1.0237263827597898
32,19190,14,0.6,13,90.65,1,0.0006121311463032148,-1.9852627172125201
50,109332,54,3.0,11,18.38,3,0.4799072144010134,1.091814751650901
42,99661,78,0.3,14,50.67,3,0.9415138349194672,0.9749085901613131
34,45962,6,8.8,7,194.15,2,-1.6400743974561505,-0.6988054675112594
50,89290,78,1.0,9,78.63,4,-0.0679687660212605,1.2048635957342841
64,153579,81,0.8,15,22.95,3,2.217338360929782,2.3268824855789885
19,77068,18,0.4,9,296.48,1,-0.16561186009710782,-1.1356689769054389
31,65369,20,8.8,17,105.37,2,0.3441919182414565,-0.4568944987587503
70,55235,62,3.7,13,185.18,4,0.6561001789035986,0.7072527067791926
57,72380,81,4.1,6,10.0,4,-1.1900427660866006,1.5834957235500449
57,39405,80,2.1,13,81.21,4,0.10876412676147919,0.533805110610773
68,41523,40,1.9,16,149.99,1,1.3952169045056009,-0.36273201021860235
56,64249,39,0.3,11,420.04,1,0.8738373890120958,-0.3046494152809522
68,36889,52,2.5,11,10.0,4,0.031925822542327474,0.15792377974246832
23,39360,32,0.9,9,232.14,1,-0.7901164401648219,-1.256293424854936
23,49026,73,11.3,12,392.78,2,-1.4938723233357376,0.755083156917694
20,97769,27,4.8,9,10.0,3,-0.7582285111000625,-0.021864017392824904
24,24844,52,1.6,12,96.96,1,-0.7264802099153972,-0.9837255199875109
68,77304,97,0.5,16,114.57,4,1.5320699773928381,1.4600265723466932
25,78832,63,4.6,14,36.88,4,-0.12250236909578444,0.41041674040099785
59,78549,74,0.4,10,30.32,4,0.25695141171372066,1.0164180758964976
69,30210,63,0.6,17,121.68,4,1.4199874694658043,-0.12904147286187526
32,17754,17,0.7,11,26.1,1,-0.5163713749820221,-1.824633365587161
64,68584,49,2.4,15,42.07,1,1.2133506900608668,0.34532374498896534
46,54859,100,4.6,12,144.74,4,-0.5436757221107134,1.3330453750769802
50,89556,81,1.1,12,448.03,4,0.8563897277249914,1.03887765317814
69,32198,82,0.3,11,104.12,4,0.11194830777289896,0.5699101733113927
47,77348,23,1.9,7,64.08,1,-0.37285558733648533,-0.19561159647877976
56,92285,98,4.1,7,29.38,4,-0.8754208036404406,2.2492830524676917
44,46296,72,0.8,15,16.24,4,0.4604420199707584,0.034892524927416825
53,62953,13,0.7,16,206.75,1,1.7435353666592313,-1.08111287396289
46,61647,23,8.8,20,45.42,2,1.1555838318229676,-0.26926973370504664
55,29945,57,9.2,15,217.21,2,-0.19952735836638674,0.3745394115835427
50,67417,62,14.0,20,36.76,2,0.37268192496245023,1.3607083085368779
54,129767,54,4.9,12,25.05,3,0.8085348210414376,1.6400872521099716
44,49678,20,0.6,10,90.46,1,0.013023810940858247,-1.0210399176637766
50,20403,86,0.7,11,49.81,4,-0.6018598262073215,0.19756605642462463
21,32456,52,1.2,9,12.85,4,-1.3308065377328129,-0.8084684816878959
39,16853,23,1.1,16,483.4,1,0.9768354334430545,-1.891335378300431
19,106314,35,9.4,10,25.73,2,-1.0757045134291665,0.7066734028407301
27,77533,67,4.7,11,166.19,4,-0.6135436628382408,0.6000281767519828
22,36285,34,3.9,17,149.94,1,0.29207522600952557,-1.2532895460704356
27,20934,33,0.6,10,12.04,1,-0.9184226954170547,-1.4429663785455553
50,29733,46,7.2,12,16.4,2,-0.78070144935165,0.005929111420616131
55,33424,81,5.3,16,38.02,4,0.15169082386653057,0.6469475134809822
30,52346,45,0.5,11,19.32,1,-0.3260344471781215,-0.6474688681573377
48,51300,19,6.1,12,433.44,2,0.19957770354098242,-0.6009601856374526
64,109629,94,1.0,10,42.94,4,0.5470877682696635,2.142367818210636
53,32349,87,0.3,18,158.81,4,1.1654141977305197,0.11596823038440157
62,19832,15,3.2,13,101.13,1,0.3771166297860009,-1.1572361137811262
41,24484,78,3.2,8,74.95,4,-1.5682134379917065,0.2656674705275382
69,48348,66,0.3,13,57.3,4,0.8008110491823418,0.38237980676173583
32,31659,39,1.2,11,240.94,1,-0.367500844655542,-1.1000148794687372
46,41142,18,14.8,17,20.29,2,-0.41543560271448693,0.0076315513511123105
25,37331,70,3.4,8,433.37,4,-1.3815968970969994,-0.1207962659790176
22,88800,59,3.9,14,11.65,3,0.02874079262637218,0.3590694542369676
